Caja Nº;Materia Prima;Trazabilidad;Lote;Fecha de Ingreso;Observaciones
1;Arándanos Deshidratados Enteros;Muestra;OCT 1319 CL;2/1/2020;Bavosi- muestra
1;Trozos de Maíz desgerminados;6614;696;2/1/2020;
1;Trozos de Maíz desgerminados;6615;HOMA 60;6/1/2020;
1;Trozos de Maíz desgerminados;6616;1;6/1/2020;
1;Trozos de Maíz desgerminados;6621;093/19;6/1/2020;
1;Coco Rallado;6623;191360-4;7/1/2020;
1;Azucar Comun Tipo A;6624;7/12/2019;7/1/2020;
1;Glucosa;6626;1112;8/1/2020;
1;Miel de abejas;6627;8032;8/1/2020;
1;Lecitina de soja en polvo;6629;R56004260;8/1/2020;
1;Trozos de Maíz desgerminados;6628;095/19;8/1/2020;
1;Extracto de Malta en polvo;6630;217757;8/1/2020;
1;Trozos de Maíz desgerminados;6633;3;9/1/2020;
1;Trozos de Maíz desgerminados;6638;4;10/1/2020;
1;Azucar Comun Tipo A;6634;7/12/2019;9/1/2020;
1;Trozos de Maíz desgerminados;6640;6;13/1/2020;
1;Azucar Comun Tipo A;6641;81219;13/1/2020;
1;Azucar Comun Tipo A;6643;17/12/2024;14/1/2020;
1;Azucar Comun Tipo A;6645;17/12/2024;14/1/2020;
1;Trozos de Maíz desgerminados;6646;8;15/1/2020;
1;Trozos de Maíz desgerminados;6647;7;15/1/2020;
1;Trozos de Maíz desgerminados;M1;M1;15/1/2020;
1;Trozos de Maíz desgerminados;M2;M2;15/1/2020;
1;Trozos de Maíz desgerminados;6648;9;15/1/2020;
1;Trozos de Maíz desgerminados;6649;001/20;15/1/2020;
1;Trozos de Maíz desgerminados;6654;11;16/1/2020;
1;Trozos de Maíz desgerminados;;M3;16/1/2020;
1;Trozos de Maíz desgerminados;;M4;16/1/2020;
2;Trozos de Maíz desgerminados;jun-65;12;19/1/2020;
1;Azucar Comun Tipo A;6666;8/12/2024;20/1/2020;
1;Miel de abejas;6669;8043;20/1/2020;
1;Glucosa;6670;160120;20/1/2020;
2;Trozos de Maíz desgerminados;6671;14;21/1/2020;
1;Endulzante caramelo;6672;10350017;21/1/2020;
1;Endulzante caramelo;6673;10350018;21/1/2020;
2;Trozos de Maíz desgerminados;;M5;21/1/2020;
1;Azucar Comun Tipo A;6675;311219/010120;21/1/2020;
2;coco Rallado;jun-79;21/04/2020 M;21/1/2020;
2;Azucar Comun Tipo A;6680;17/12/2024;22/1/2020;
2;Trozos de Maíz desgerminados;6681;HOMA 060;22/1/2020;
2;Trozos de Maíz desgerminados;6686;15;22/1/2020;
2;Azucar Comun Tipo A;6689;17/12/2024;23/1/2020;
2;Azucar Comun Tipo A;6694;18/12/2024;27/1/2020;
2;Azucar Comun Tipo A;6695;08/12/2024/ 18/12/2024;27/1/2020;
2;Mix Vitaminico 2931;6696;28220120;27/1/2020;
2;Trozos de Maíz desgerminados;jun-03;18;27/1/2020;
2;Trozos de Maíz desgerminados;6706;004/20;28/1/2020;
2;Trozos de Maíz desgerminados;6707;19;28/1/2020;
2;esencia de Banana;6708;1000030693;28/1/2020;
2;Azucar Comun Tipo A;6709;18/12/2024;28/1/2020;
2;Sal Fina;jun-10;200120;28/1/2020;
2;Avena tradicional;6713;02/20 TRA;29/1/2020;
2;Coco Rallado;6715;191360-4;29/1/2020;
2;Azucar Comun Tipo A;6716;18/12/2024;29/1/2020;
2;Miel de abejas;6718;8052;29/1/2020;
2;Glucosa;6719;230120;29/1/2020;
2;Coco Rallado;jun-20;191360-4;29/1/2020;
2;Trozos de Maíz desgerminados;jun-21;20;29/1/2020;
2;Baño yogurt natural;6723;7741;30/1/2020;
2;Azucar Comun Tipo A;6724;3/1/25-29/12/24;30/1/2020;
2;Trozos de Maíz desgerminados;jun-26;22;30/1/2020;
2;Trozos de Maíz desgerminados;6727;005/20;31/1/2020;
2;Trozos de Maíz desgerminados;6730;23;3/2/2020;
2;Azucar Comun Tipo A;6731;100819;3/2/2020;
2;Trozos de Maíz desgerminados;6737;25;4/2/2020;
2;Coco Rallado;jun-41;191360-4;4/2/2020;
2;Glucosa;jun-42;230120;4/2/2020;
2;Coco Rallado;jun-43;MU42001-MU421300;4/2/2020;
2;Azucar Comun Tipo A;6744;2301/20;5/2/2020;
2;Azucar Comun Tipo A;6752;2301/20;6/2/2020;
2;Azucar Comun Tipo A;6753;2301/20;6/2/2020;
2;Trozos de Maíz desgerminados;6755;28;6/2/2020;
2;Trozos de Maíz desgerminados;6756;007/20;6/2/2020;
2;Trozos de Maíz desgerminados;jun-59;008/20;7/2/2020;
2;Trozos de Maíz desgerminados;jun-60;30;7/2/2020;
2;Extracto de Malta en polvo;jun-66;1,93E+11;10/2/2020;
2;Azucar Comun Tipo A;jun-62;22/1/2020;10/2/2020;
2;Trozos de Maíz desgerminados;jun-61;31;10/2/2020;
2;Trozos de Maíz desgerminados;jun-63;32;10/2/2020;
2;Lecitina de Girasol en Polvo;jun-68;R560004030;11/2/2020;
2;Trozos de Maíz desgerminados;jun-67;34;11/2/2020;
2;Trozos de Maíz desgerminados;jun-72;BBG 009/20;11/2/2020;
2;Azucar Comun Tipo A;jun-74;22/1/2020;12/2/2020;
2;Trozos de Maíz desgerminados;jun-75;37;12/2/2020;
2;Azucar Comun Tipo A;jun-76;1/1/2020;12/2/2020;
2;Trozos de Maíz desgerminados;jun-80;BBG 011/20;12/2/2020;
3;Avena tradicional;jun-82;24-TT-JCG-01;12/2/2020;
3;Azucar Comun Tipo A;jun-94;22/1/2020;17/2/2020;
3;Azucar Comun Tipo A;jun-83;60;12/2/2020;
3;Trozos de Maíz desgerminados;jun-85;39;13/2/2020;
3;Trozos de Maíz desgerminados;jun-86;38;13/2/2020;
3;Trozos de Maíz desgerminados;jun-87;40;13/2/2020;
3;AN Caramelo;jun-90;10350019;13/2/2020;
3;Trozos de Maíz desgerminados;jun-91;41;13/2/2020;
3;Trozos de Maíz desgerminados;jun-93;43;17/2/2020;
3;Trozos de Maíz desgerminados;jun-95;42;17/2/2020;
3;Azucar Comun Tipo A;jun-06;22/1/2020;18/2/2020;
3;Trozos de Maíz desgerminados;jun-08;45;18/2/2020;
3;Sal Fina;jun-12;150220;19/2/2020;
3;Trozos de Maíz desgerminados;jun-13;46;19/2/2020;
3;Trozos de Maíz desgerminados;jun-15;BBG 013/20;19/2/2020;
3;Azucar Comun Tipo A;jun-17;23/1/2020;21/2/2020;
3;Azucar Comun Tipo A;6818;18/2/2020;26/2/2020;
3;Trozos de Maíz desgerminados;6819;48;26/2/2020;
3;Azucar Comun Tipo A;6820;17/12/19-23/01/20;26/2/2020;
3;Trozos de Maíz desgerminados;6825;47;26/2/2020;
3;Goma Arábiga;6828;OF192093;26/2/2020;
3;Trozos de Maíz desgerminados;6830;49;27/2/2020;
3;Polidextrosa;6831;1923505170;27/2/2020;
4;Maltodextrina;6832;1637204;27/2/2020;
4;Azucar Comun Tipo A;6833;24/01/2025/;27/2/2020;
3;Trozos de Maíz desgerminados;6842;50;28/2/2020;
3;Carbonato de Calcio;6844;16036;28/2/2020;
4;Esencia de Miel polvo;Muestra;141019;2/3/2020;
3;Esencia de Miel polvo;6847;120220/21;2/3/2020;
3;Esencia de Banana;6849;1000031474;2/3/2020;
3;Azucar Comun Tipo A;6851;25/1/2020;3/3/2020;
3;Trozos de Maíz desgerminados;6852;52;3/3/2020;
3;Trozos de Maíz desgerminados;6856;54;4/3/2020;
3;Extracto de malta en polvo;6857;19633003306;4/3/2020;
3;Frutilla deshidratadas en trozos con harina de arroz;6858;3150034519;4/3/2020;
3;Glucosa;6859;1060220;4/3/2020;
3;Glucosa;6860;260220;4/3/2020;
3;Miel de abejas;6861;8089;4/3/2020;
3;Lecitina de soja en polvo;6862;R560004271;4/3/2020;
3;Trozos de Maíz desgerminados;jun-64;HOMA 061;4/3/2020;
4;Trozos de Maíz desgerminados;6867;55;5/3/2020;
4;Trozos de Maíz desgerminados;6865;02/06/20M;4/3/2020;
4;Trozos de Maíz desgerminados;6869;56;5/3/2020;
4;Sorbitol al 70%;6871;1920P345;5/3/2020;
4;Coco Rallado;jun-72;MU42001-MU421300;5/3/2020;
4;Azucar Comun Tipo A;6875;24/01/20-25/01/20;6/3/2020;
4;Azucar Comun Tipo A;6876;7-8/02/25;6/3/2020;
4;Azucar Comun Tipo A;jun-78;25/1/2020;8/3/2020;
4;Azucar Comun Tipo A;6879;54;9/3/2020;
4;Pegamento HM2835AA;6881;2873;9/3/2020;
4;Trozos de Maíz desgerminados;6882;57;9/3/2020;
4;Glucosa;6889;280220;11/3/2020;
4;Miel de abejas;6890;8097;11/3/2020;
4;Trozos de Maíz desgerminados;6893;58;12/3/2020;
4;Canela En polvo;6898;4170947;12/3/2020;
4;Trozos de Maíz desgerminados;6899;59;12/3/2020;
4;Azucar Comun Tipo A;6902;8/2/2020;13/3/2020;
4;Trozos de Maíz desgerminados;6903;60;13/3/2020;
4;Azucar Comun Tipo A;6905;7/2/2025;16/3/2020;
4;Trozos de Maíz desgerminados;6909;62;17/3/2020;
4;Coco Rallado;6912;DTC/AR 71;17/3/2020;
4;Trozos de Maíz desgerminados;6914;63;18/3/2020;
4;Coco Rallado Low Fat;Muestra;119TFL219GI;19/3/2020;Bavosi- muestra
4;Azucar Comun Tipo A;6919;13/3/2020;19/3/2020;
4;Azucar Comun Tipo A;6920;25/1/2020;20/3/2020;
4;Trozos de Maíz desgerminados;6921;017/20;20/3/2020;
4;Miel en polvo;6922;200220/01;20/3/2020;
4;Trozos de Maíz desgerminados;jun-23;67;22/3/2020;
4;Trozos de Maíz desgerminados;jun-24;HOMA 061;22/3/2020;
4;Trozos de Maíz desgerminados;6928;66;25/3/2020;
4;Trozos de Maíz desgerminados;6929;68;25/3/2020;
4;Trozos de Maíz desgerminados;6933;69;26/3/2020;
4;Trozos de Maíz desgerminados;6934;HOMA 61;26/3/2020;
4;Coco Rallado;jun-37;MU42001-MU421300;26/3/2020;
4;Azucar Comun Tipo A;jun-37;44;26/3/2020;
4;Glucosa;6941;280220;27/3/2020;
4;Miel;6942;8114;27/3/2020;
4;Miel;6943;8121;27/3/2020;
4;Trozos de Maíz desgerminados;6944;72;30/3/2020;
4;Trozos de Maíz desgerminados;6946;HOMA 061;30/3/2020;
4;Azucar Comun Tipo A;6947;20-29/10/2024;30/3/2020;
4;Esencia Natural banana;6948;1000032085;30/3/2020;
4;Trozos de Maíz desgerminados;6951;020/20;1/4/2020;
4;Trozos de Maíz desgerminados;6954;74;2/4/2020;
4;Trozos de Maíz desgerminados;6957;75;3/4/2020;
4;Azucar Comun Tipo A;6958;08-22/02/2025;3/4/2020;
4;Azucar Comun Tipo A;jun-59;37;5/4/2020;
4;Trozos de Maíz desgerminados;6961;76;6/4/2020;
5;Trozos de Maíz desgerminados;6963;77;6/4/2020;
5;Lecitina de soja en polvo;6970;B56004269;7/4/2020;
5;Canela en polvo;6971;012582-25;7/4/2020;
5;Azucar Comun Tipo A;jun-74;22/2/2020;7/4/2020;
5;Extracto de Malta en polvo;6975/6;1,93E+11;8/4/2020;
5;Trozos de Maíz desgerminados;6977;79;8/4/2020;
5;Avena tradicional;jun-78;12/20-TRA;8/4/2020;
5;AN Caramelo;jun-79;10350021;8/4/2020;
5;Trozos de Maíz desgerminados;jun-80;80;8/4/2020;
5;Trozos de Maíz desgerminados;6982;81;9/4/2020;
5;Azucar Comun Tipo A;jun-83;24/3/2020;12/4/2020;
5;Trozos de Maíz desgerminados;jun-84;82;12/4/2020;
5;Lecitina de Girasol en Polvo;jun-85;R560004040;12/4/2020;
5;Azucar Comun Tipo A;6986;220220;13/4/2020;
5;Baño yogurt natural;6987;8061;13/4/2020;
5;Trozos de Maíz desgerminados;6988;83;13/4/2020;
5;Azucar Comun Tipo A;6990;22/2/2020;14/4/2020;
5;Lecitina de soja en polvo;6992;B56004266;14/4/2020;
5;Trozos de Maíz desgerminados;jun-93;84;14/4/2020;
5;Azucar Comun Tipo A;6995;22/2/2020;15/4/2020;
5;Trozos de Maíz desgerminados;jun-97;86;15/4/2020;
5;Azucar Comun Tipo A;6998;26/10/2019;16/4/2020;
5;Trozos de Maíz desgerminados;6999;87;16/4/2020;
5;Avena tradicional;jun-03;13/20-TRA;16/4/2020;
5;Azucar Comun Tipo A;7004;230320;20/4/2020;
5;Trozos de Maíz desgerminados;7005;89;20/4/2020;
5;Trozos de Maíz desgerminados;7006;88;20/4/2020;
5;Azucar Comun Tipo A;jun-07;9/3/2020;20/4/2020;
5;Azucar Comun Tipo A;jun-08;26/10/2019;20/4/2020;
5;Trozos de Maíz desgerminados;7009;20/7/2020;21/4/2020;
5;Goma Arábiga;7010;OF202118;21/4/2020;
5;Trozos de Maíz desgerminados;7011;90;21/4/2020;
5;Trozos de Maíz desgerminados;7012;91;22/4/2020;
5;Azucar Comun Tipo A;7013;31;22/4/2020;
5;Trozos de Maíz desgerminados;7015;93;23/4/2020;
5;Coco Rallado ;7018;DTC/AR/71;23/4/2020;
5;Trozos de Maíz desgerminados;7020;HOMA62;24/4/2020;
5;Trozos de Maíz desgerminados;jun-24;94;26/4/2020;
5;Azucar Comun Tipo A;7025;Nº32;27/4/2020;
5;Azucar Comun Tipo A;jun-28;25/10/2019;27/4/2020;
5;Azucar Comun Tipo A;7029;110320;28/4/2020;
5;Trozos de Maíz desgerminados;7030;95;28/4/2020;
5;Coco Rallado;jun-32;DTC/AR/71;28/4/2020;
5;Lecitina de Girasol en Polvo;jun-35;R560004040;28/4/2020;
5;Trozos de Maíz desgerminados;7036;97;29/4/2020;
5;Trozos de Maíz desgerminados;7039;98;30/4/2020;
5;AN Caramelo;jun-42;10350022;30/4/2020;
5;AN Caramelo;jun-43;10350023;30/4/2020;
5;Trozos de Maíz desgerminados;7045;99;4/5/2020;
5;Trozos de Maíz desgerminados;7048;100;5/5/2020;
5;Azucar Comun Tipo A;7049;300325;5/5/2020;
6;Trozos de Maíz desgerminados;jun-51;101;5/5/2020;
6;Azucar Comun Tipo A;jun-52;24;5/5/2020;
5;Trozos de Maíz desgerminados;7053;032/20;6/5/2020;
6;Coco Rallado;7055;DTC/AR/71;6/5/2020;
5;Trozos de Maíz desgerminados;jun-56;102;6/5/2020;
6;Azucar Comun Tipo A;7057;17/3/2020;7/5/2020;
6;Miel de abejas;jun-61;8173;7/5/2020;
6;Glucosa;jun-62;290420;7/5/2020;
6;Trozos de Maíz desgerminados;jun-63;106;10/5/2020;
6;Trozos de Maíz desgerminados;jun-64;105;10/5/2020;
6;Trozos de Maíz desgerminados;jun-65;07/08/2020 M;10/5/2020;
6;Trozos de Maíz desgerminados;7066;107;11/5/2020;
6;Extracto de Malta en polvo;7067;2,01E+11;11/5/2020;
6;Trozos de Maíz desgerminados;7068;108;11/5/2020;
6;Azucar Comun Tipo A;jun-69;11/3/2020;11/5/2020;
6;Azúcar Refinada;7070;17/10/2024;12/5/2020;
6;Trozos de Maíz desgerminados;7071;109;12/5/2020;
6;Trozos de Maíz desgerminados;7074;110;13/5/2020;
6;Lecitina de soja en polvo;jun-75;B550004452;13/5/2020;
6;Coco Rallado;jun-76;MU42001-MU421300;13/5/2020;
6;Trozos de Maíz desgerminados;jun-77;111;13/5/2020;
6;Azucar Comun Tipo A;7080;26;14/5/2020;
6;Trozos de Maíz desgerminados;7088;23/4/1900;15/5/2020;
6;Miel de abejas;7089;7089;15/4/2020;
6;Avena tradicional;7091;18/20TRA;15/4/2020;
6;Trozos de Maíz desgerminados;7092;115;18/5/2020;
6;Trozos de Maíz desgerminados;7096;116;19/5/2020;
6;Trozos de Maíz desgerminados;7098;117;19/5/2020;
6;Azucar Comun Tipo A;jun-00;10/3/2020;19/5/2020;
6;Trozos de Maíz desgerminados;7101;27/4/1900;20/5/2020;
6;Azucar Comun Tipo A;jun-04;8;20/5/2020;
6;Trozos de Maíz desgerminados;7110;121;22/5/2020;
6;Azucar Comun Tipo A;7111;21219;22/5/2020;
6; Coco Rallado;7112;200500-6;22/5/2020;
6;Azucar Comun Tipo A;7114;24/3/2025;26/5/2020;
6;Trozos de Maíz desgerminados;7115;22/5/2020;26/5/2020;
6;Trozos de Maíz desgerminados;jun-22;123;27/5/2020;
6;Trozos de Maíz desgerminados;jun-26;124;28/5/2020;
6;Trozos de Maíz desgerminados;jun-27;125;28/5/2020;
6;Avena Arrollada Tradicional;jun-28;16/20-TRA;28/5/2020;
6;Azucar Comun Tipo A;7129;16/3/2020;29/5/2020;
6;Sal Fina;7130;13/5/2020;29/5/2020;
6;Glucosa;7131;210520;29/5/2020;
6;Azucar Comun Tipo A;jun-33;15;31/5/2020;
6;Trozos de Maíz desgerminados;jun-34;128;31/5/2020;
6;Trozos de Maíz desgerminados;7138;127;1/6/2020;
6;Trozos de Maíz desgerminados;7142;01/09/20M;2/6/2020;
6;Trozos de Maíz desgerminados;jun-44;129;2/6/2020;
6;Azucar Comun Tipo A;7148;17/3/2020;3/6/2020;
7;Trozos de Maíz desgerminados;jun-50;130;3/6/2020;
6;Azucar Comun Tipo A;7154;17/3/2020;4/6/2020;
7;Trozos de Maíz desgerminados;7155;131;4/6/2020;
6;Trozos de Maíz desgerminados;jun-68;133;7/6/2020;
6;Azucar Comun Tipo A;7169;180420;8/6/2020;
7;Trozos de Maíz desgerminados;7170;17/3/2020;8/6/2020;
6;Azucar Comun Tipo A;7171;17/3/2020;8/6/2020;
6;Azucar Comun Tipo A;7173;17/3/2020;10/6/2020;
7;Avena tradicional;7141;18/20 TRA;1/6/2020;
7;Trozos de Maíz desgerminados;7175;HOMA 62;10/6/2020;
7;Trozos de Maíz desgerminados;7176;136;10/6/2020;
7;Trozos de Maíz desgerminados;jun-78;BBG 045/20;10/6/2020;
7;Azucar Comun Tipo A;jun-79;16/3/2020;10/6/2020;
7;Antioxidante Laox 300;jun-80;26050620B1;10/6/2020;
7;Trozos de Maíz desgerminados;7183;137;11/6/2020;
7;Azucar Comun Tipo A;7191;16/3/2020;16/3/2020;
7;Extracto de Malta en polvo;7192;2,01E+11;16/6/2020;
7;Trozos de Maíz desgerminados;7193;139;16/6/2020;
7;Lecitina de soja en polvo;7194;B550004504;16/6/2020;
7;Trozos de Maíz desgerminados;7201;140;17/6/2020;
7;AN Caramelo;jun-03;10350023;17/6/2020;
7;AN Caramelo;jun-04;10350024;17/6/2020;
7;Trozos de Maíz desgerminados;jun-05;BBG 047/20;17/6/2020;
7;Azucar Comun Tipo A;7207;29/1/2020;18/6/2020;
7;Azucar Comun Tipo A;7208;29/1/2020;18/6/2020;
7;Chocolate semi amargo;7209;9306;18/6/2020;
7;Trozos de Maíz desgerminados;7210;142;18/2/2020;
7;Trozos de Maíz desgerminados;jun-13;143;18/2/2020;
7;Trozos de Maíz desgerminados;7214;144;19/6/2020;
7;Miel;7215-7216;8221;19/6/2020;
7;Glucosa;7217;50620;19/6/2020;
7;Azucar Comun Tipo A;jun-18;30/1/2020;21/6/2020;
7;Trozos de Maíz desgerminados;7221;146;22/6/2020;
7;Trozos de Maíz desgerminados;jun-25;BBG 050/20;22/6/2020;
7;Lecitina de Girasol en Polvo;jun-26;R560004482;22/6/2020;
7;Azucar Comun Tipo A;7227;19/6/2020;23/6/2020;
7;Trozos de Maíz desgerminados;7228;147;23/6/2020;
7;Azucar Comun Tipo A;7229;21/2/2020;23/6/2020;
7;Trozos de Maíz desgerminados;7230;148;23/6/2020;
7;Trozos de Maíz desgerminados;7235;149;24/6/2020;
7;Jugo d Frutilla en polvo;7236;170620/01;24/6/2020;
7;Esencia artificial de frutilla;7241;B20F041;25/6/2020;
7;Sorbitol al 70%;7242;6425677;25/6/2020;
8;Glucosa;7244;1696268;26/6/2020;
8;Trozos de Maíz desgerminados;jun-46;153;28/6/2020;
8;Trozos de Maíz desgerminados;7247;152;29/6/2020;
8;Aceite Alto Oleico;7248;20512I2;29/6/2020;
8;Trozos de Maíz desgerminados;7249;151;29/6/2020;
8;Azucar Comun Tipo A;jun-50;13/6/2020;29/6/2020;
8;Azucar Comun Tipo A;jun-51;16/3/2020;29/6/2020;
8;Azucar Comun Tipo A;7252;13/6/2020;29/6/2020;
8;Trozos de Maíz desgerminados;7253;154;30/6/2020;
8;Trozos de Maíz desgerminados;7257;054/20;2/7/2020;
8;Coco Rallado;jun-59;MU42001-MU421300;2/7/2020;
8;Azucar Comun Tipo A;7261;190620;3/7/2020;
8;Azucar Comun Tipo A;jun-63;13/6/2020;5/7/2020;
8;Trozos de Maíz desgerminados;7265;157;6/7/2020;
8;Azucar Comun Tipo A;7266;13/6/2020;6/7/2020;
8;Trozos de Maíz desgerminados;jun-69;158;6/7/2020;
8;Trozos de Maíz desgerminados;7271;159;7/7/2020;
8;Lecitina de soja en polvo;jun-73;B550004504;7/7/2020;
8;Trozos de Maíz desgerminados;jun-74;BBG 056/20;7/7/2020;
8;Trozos de Maíz desgerminados;7275;160;8/7/2020;
8;Extracto de Malta en polvo;7280;22516;8/7/2020;
8;Extracto de Malta en polvo;jun-81;221404;8/7/2020;
8;Trozos de Maíz desgerminados;7285;162;13/7/2020;
8;Trigo Pan;Muestra;13/7/2020;13/7/2020;
8;Azucar Comun Tipo A;jun-92;27/6/2020;13/7/2020;
8;Azucar Comun Tipo A;7296;27/6/2020;14/7/2020;
8;Trozos de Maíz desgerminados;7297;164;14/7/2020;
8;Glucosa;7298;100620;14/7/2020;
8;AN Caramelo;jun-00;10350024;14/7/2020;
8;AN Caramelo;jun-01;10350025;14/7/2020;
8;Trozos de Maíz desgerminados;jun-02;165;14/7/2020;
8;Coco Rallado;jun-06;MU42001-MU421300;14/7/2020;
8;Azucar Comun Tipo A;7307;28/6/2020;15/7/2020;
8;HM 2835 AA GA Pegamento;7308;2873;15/7/2020;
8;Sal Fina;7309;260620;15/7/2020;
8;Trozos de Maíz desgerminados;7313;jun-20;16/7/2020;
8;Trozos de Maíz desgerminados;jun-17;HOMA 062;16/7/2020;
9;Glucosa;7320;300620;17/7/2020;
9;Extracto de Malta en polvo;7322;225916;17/7/2020;
9;Avena instantánea;jun-24;23-20/INS;19/7/2020;
9;Azucar Comun Tipo A;7325;110720;20/7/2020;
9;Trozos de Maíz desgerminados;7326;167;20/7/2020;
9;Aceite Alto Oleico;7327;200714IA;20/7/2020;
9;Chocolate semi amargo;7330;9654;20/7/2020;
9;Chocolate semi amargo;7329;9306;20/7/2020;Ver muestra entrega anterior mismo lote
9;Trozos de Maíz desgerminados;jun-31;168;20/7/2020;
9;Esencia de Frutilla Líquida;jun-33;B20F141;20/7/2020;
9;Trigo Pan;7338;203/20;22/7/2020;
9;Trozos de Maíz desgerminados;jun-40;061/20;22/7/2020;
9;Trozos de Maíz desgerminados;jun-41;170;23/7/2020;
9;Antioxidante Laox 300;jun-42;26150720B4;23/7/2020;
9;Avena tradicional;7344;26/20 TRA;24/7/2020;
9;Coco Rallado Medum Fat;7345;DCRFF0220-033;24/7/2020;
9; Colorante Caramelo;7347;147/2129;24/7/2020;
9;Glucosa;7346;150720;24/7/2020;
9;Trozos de Maíz desgerminados;7348;172;26/7/2020;
9;Azucar Comun Tipo A;7350;26/8/2020;27/7/2020;
9;Trozos de Maíz desgerminados;7351;171;27/7/2020;
9;Trozos de Maíz desgerminados;7354;173;27/7/2020;
9;Trozos de Maíz desgerminados;7359;174;28/7/2020;
9;Lecitina de Girasol en Polvo;7364;R560004485;28/7/2020;
9;Trozos de Maíz desgerminados;7366;175;29/7/2020;
9;Miel en polvo;7367;210720/01;29/7/2020;
9;Miel;7368;8278;29/7/2020;
9;Azucar Comun Tipo A;7370;4/7/2020;30/7/2020;
9;Trozos de Maíz desgerminados;7371;24/7/2020;30/7/2020;
9;Trozos de Maíz desgerminados;jun-73;177;30/7/2020;
9;Azucar Comun Tipo A;7375;4-5/07/20;31/7/2020;
9;Miel;7376;8283;31/7/2020;
9;Glucosa;7377;150720;31/7/2020;
9;Azucar Comun Tipo A;7382;40720;3/8/2020;Ver cotramuestra  6-7375
9;Trozos de Maíz desgerminados;7383;179;3/8/2020;
9;Trozos de Maíz desgerminados;7384;178;3/8/2020;
9;Coco Rallado ;7386;200500-6;3/8/2020;
9;Trozos de Maíz desgerminados;7387;180;4/8/2020;
9;Azucar Comun Tipo A;7388;40720;4/8/2020;
9;Trozos de Maíz desgerminados;jun-92;HOMA 063;4/8/2020;
9;Trozos de Maíz desgerminados;7393;04/11/20M;5/8/2020;
9;Trozos de Maíz desgerminados;jun-94;BBG 067/20;5/8/2020;
10;Azucar Comun Tipo A;7396;40820;6/8/2020;
10;Avena tradicional;jun-97;26/20 TRA;6/8/2020;
10;Miel de abejas;7399;8298;7/8/2020;
10;Glucosa;7400;300720;7/8/2020;
10;Trozos de Maíz desgerminados;jun-04;183;9/8/2020;
10;Extracto de Malta en polvo;7405;225916;10/8/2020;
10;Lecitina de soja en polvo;7408;B550004480;10/8/2020;
10;Trozos de Maíz desgerminados;7409;HOMA 063;10/8/2020;
10;Azucar Comun Tipo A;7411;24/7/2020;11/8/2020;
10;Trozos de Maíz desgerminados;7415;185;11/8/2020;
10;Trozos de Maíz desgerminados;7418;069/20;11/8/2020;
10;Laox 300;7420;26050820B1;12/8/2020;
10;Coco Rallado;7422;200500-6;12/8/2020;
10;Trozos de Maíz desgerminados;7423;070/20;12/8/2020;
10;Trozos de Maíz desgerminados;7425;188;13/8/2020;
10;Trozos de Maíz desgerminados;7426;186;14/8/2020;
10;Azucar Comun Tipo A;7427;240720;14/8/2020;
10;Mix Vitaminico 2931;7435;28100820;16/8/2020;
10;Azucar Comun Tipo A;7437;2507/20;18/8/2020;
10;Trozos de Maíz desgerminados;7438;190;18/8/2020;
10;Glucosa;7440;300720;18/8/2020;
10;Trozos de Maíz desgerminados;7442;191;19/8/2020;
10;Lecitina de Girasol en Polvo;7445;R560004486;20/8/2020;
10;Esencia Frutilla Liquida;7449;B20H027;20/8/2020;
10;Ciruela Deshidratada en cubos con harina de Arroz;7450;260115820;20/8/2020;
10;Frutilla deshidratada en cubos C/ harina de arroz;7451;3600022420;20/8/2020;
10;Arándanos Deshidratados Enteros;7452;9244;20/8/2020;
10;Azucar Comun Tipo A;7458;250720;21/8/2020;
10;Azucar Comun Tipo A;jun-59;250720;23/8/2020;
10;Azucar Comun Tipo A;jun-62;250720;24/8/2020;
10;Trozos de Maíz desgerminados;jun-69;BBG 073/20;25/8/2020;
10;Trozos de Maíz desgerminados;jun-72;HOMA063;26/8/2020;
10;Azucar Comun Tipo A;jun-85;4/8/2020;30/8/2020;
11;Trozos de Maíz desgerminados;jun-86;198;31/8/2020;
11;Trozos de Maíz desgerminados;jun-70;196;26/8/2020;
11;Trozos de Maíz desgerminados;jun-60;192;23/8/2020;
11;Avena tradicional;jun-83;30/20-TRA;27/8/2020;
11;Trozos de Maíz desgerminados;jun-68;195;25/8/2020;
11;Trozos de Maíz desgerminados;7444;071/20;19/8/2020;
11;Trozos de Maíz desgerminados;jun-63;194;24/8/2020;
11;Trozos de Maíz desgerminados;jun-87;BBG 076/20;31/8/2020;
11;Avena tradicional;jun-93;212-TM-ACG-01;1/9/2020;
11;Trozos de Maíz desgerminados;jun-95;HOMA 063;1/9/2020;
11;Trozos de Maíz desgerminados;jun-97;077/20;2/9/2020;
11;Trozos de Maíz desgerminados;jun-98;200;2/9/2020;
11;Azucar Comun Tipo A;jun-02;300820;3/9/2020;
11;Azucar Comun Tipo A;jun-07;140620;4/9/2020;
11;Azucar Comun Tipo A;jun-10;10/7/2020;6/9/2020;
11;Trozos de Maíz desgerminados;7512;079/20;7/9/2020;
11;Carbonato de Calcio;7513;16873;3/9/2020;
11;Mix Vitaminico 2931;jun-14;28040920;7/9/2020;
11;Mix Vitaminico 2987;jun-15;28040920;7/9/2020;
11;Glucosa;7518;240820;8/9/2020;
